Date,Open,High,Low,Close,Adj Close,Volume
04-01-00,3152.5,3152.5,3122.399902,3124.100098,3124.100098,0
05-01-00,3124.100098,3124.100098,3035.300049,3050.899902,3050.899902,0
06-01-00,3050.899902,3075.399902,3026,3030.100098,3030.100098,0
07-01-00,3030.100098,3048.300049,3016.199951,3044.5,3044.5,0
10-01-00,3044.5,3111.5,3044.5,3103.100098,3103.100098,0
11-01-00,3103.100098,3173.899902,3103.100098,3164.600098,3164.600098,0
12-01-00,3164.600098,3164.600098,3095.5,3104.600098,3104.600098,0
13-01-00,3104.600098,3105.899902,3089,3095.800049,3095.800049,0
14-01-00,3095.800049,3131.600098,3095.800049,3131.600098,3131.600098,0
17-01-00,3131.600098,3147.5,3131,3139.899902,3139.899902,0
18-01-00,3139.899902,3157.100098,3127.199951,3151.199951,3151.199951,0
19-01-00,3151.199951,3151.199951,3104.100098,3105.399902,3105.399902,0
20-01-00,3105.399902,3139.5,3079.5,3137.100098,3137.100098,0
21-01-00,3137.100098,3137.100098,3097.600098,3103.399902,3103.399902,0
24-01-00,3103.399902,3115.399902,3096.399902,3096.600098,3096.600098,0
25-01-00,3096.600098,3096.600098,3048.100098,3078.600098,3078.600098,0
26-01-00,3096.600098,3096.600098,3048.100098,3078.600098,3078.600098,0
27-01-00,3078.600098,3089.399902,3072,3083.399902,3083.399902,0
28-01-00,3083.399902,3107.100098,3082,3092.100098,3092.100098,0
31-01-00,3092.100098,3096,3069.399902,3096,3096,0
01-02-00,3096,3108.699951,3077.800049,3084.5,3084.5,0
02-02-00,3084.5,3124.199951,3084.5,3116.300049,3116.300049,0
03-02-00,3116.300049,3135.5,3103,3135.100098,3135.100098,0
04-02-00,3135.100098,3141.699951,3115.100098,3115.100098,3115.100098,0
07-02-00,3115.100098,3138.300049,3113.399902,3130.399902,3130.399902,0
08-02-00,3130.399902,3141.5,3120.5,3124,3124,0
09-02-00,3124,3159.600098,3124,3134,3134,0
10-02-00,3134,3175.300049,3120.5,3172.5,3172.5,0
11-02-00,3172.5,3174.699951,3145.300049,3167.100098,3167.100098,0
14-02-00,3167.100098,3167.100098,3128.600098,3135.300049,3135.300049,0
15-02-00,3135.300049,3168.5,3135.300049,3158.100098,3158.100098,0
16-02-00,3158.100098,3194.199951,3145.899902,3148.300049,3148.300049,0
17-02-00,3145.5,3154.300049,3124.300049,3144.899902,3144.899902,0
18-02-00,3144.899902,3157.199951,3114.300049,3120.100098,3120.100098,0
21-02-00,3120.100098,3122,3083.5,3117.100098,3117.100098,0
22-02-00,3117.100098,3123.199951,3097.399902,3101.199951,3101.199951,0
23-02-00,3101.199951,3126.300049,3096.100098,3112.5,3112.5,0
24-02-00,3112.5,3133.699951,3101.300049,3106.899902,3106.899902,0
25-02-00,3106.899902,3129.699951,3088.600098,3123.699951,3123.699951,0
28-02-00,3123.699951,3126.300049,3108.100098,3118,3118,0
29-02-00,3118,3151,3118,3135.699951,3135.699951,0
01-03-00,3135.699951,3195.699951,3127.399902,3192.600098,3192.600098,0
02-03-00,3192.600098,3228.300049,3192.600098,3220,3220,0
03-03-00,3220,3255.699951,3203.100098,3225.800049,3225.800049,0
06-03-00,3225.800049,3255.199951,3219.399902,3232.100098,3232.100098,0
07-03-00,3232.100098,3251,3207.5,3251,3251,0
08-03-00,3251,3253.399902,3201.199951,3218.5,3218.5,0
09-03-00,3218.5,3218.899902,3185.5,3196.600098,3196.600098,0
10-03-00,3196.600098,3220,3196,3199.5,3199.5,0
13-03-00,3199.5,3208.300049,3179.5,3190.300049,3190.300049,0
14-03-00,3190.300049,3190.300049,3160.100098,3187.399902,3187.399902,0
15-03-00,3187.399902,3187.399902,3153.100098,3163.5,3163.5,0
16-03-00,3163.5,3197.600098,3163.5,3180.199951,3180.199951,0
17-03-00,3180.199951,3252.199951,3180.199951,3203.399902,3203.399902,0
20-03-00,3203.399902,3229.100098,3199.300049,3228.100098,3228.100098,0
21-03-00,3228.100098,3247.399902,3224.800049,3242.199951,3242.199951,0
22-03-00,3242.199951,3276.199951,3242.199951,3274.100098,3274.100098,0
23-03-00,3274.100098,3276.699951,3238.899902,3243.5,3243.5,0
24-03-00,3243.5,3259.699951,3233.899902,3247.399902,3247.399902,0
27-03-00,3247.399902,3255.5,3223.899902,3225.600098,3225.600098,0
28-03-00,3225.600098,3240.800049,3204,3240.800049,3240.800049,0
29-03-00,3240.800049,3246.199951,3219.300049,3228.5,3228.5,0
30-03-00,3228.5,3228.5,3194.800049,3194.800049,3194.800049,0
31-03-00,3194.800049,3194.800049,3133.300049,3133.300049,3133.300049,0
03-04-00,3133.300049,3183.199951,3133.300049,3183.199951,3183.199951,0
04-04-00,3183.199951,3189.399902,3158.5,3163.5,3163.5,0
05-04-00,3163.5,3163.5,3125.699951,3137.800049,3137.800049,0
06-04-00,3137.800049,3150.399902,3124.199951,3142.399902,3142.399902,0
07-04-00,3142.399902,3178.800049,3142.399902,3168.199951,3168.199951,0
10-04-00,3168.199951,3187.300049,3166.100098,3187.300049,3187.300049,0
11-04-00,3187.300049,3187.300049,3148,3155.399902,3155.399902,0
12-04-00,3155.399902,3155.399902,3123.699951,3133.399902,3133.399902,0
13-04-00,3133.399902,3133.399902,3074.899902,3084.699951,3084.699951,0
14-04-00,3084.699951,3097.800049,3059.600098,3096,3096,0
17-04-00,3096,3096,2883,2920,2920,0
18-04-00,2920,3011.199951,2919.899902,2986.5,2986.5,0
19-04-00,2986.5,3046,2986.5,3042.300049,3042.300049,0
20-04-00,3042.300049,3044.899902,3013.100098,3041.5,3041.5,0
21-04-00,null,null,null,null,null,null
24-04-00,null,null,null,null,null,null
25-04-00,null,null,null,null,null,null
26-04-00,3041.5,3095.899902,3041.5,3084.5,3084.5,0
27-04-00,3084.5,3084.5,3058.399902,3073.100098,3073.100098,0
28-04-00,3073.100098,3087.899902,3056.699951,3085.100098,3085.100098,0
01-05-00,3085.100098,3093.899902,3071.800049,3071.800049,3071.800049,0
02-05-00,3071.800049,3099.800049,3071.800049,3099.100098,3099.100098,0
03-05-00,3099.100098,3099.100098,3073.199951,3076.699951,3076.699951,0
04-05-00,3076.699951,3076.699951,3021.899902,3025.899902,3025.899902,0
05-05-00,3025.899902,3075.600098,3025.899902,3075.600098,3075.600098,0
08-05-00,3075.600098,3091.800049,3073.199951,3075.100098,3075.100098,0
09-05-00,3075.100098,3075.600098,3054.600098,3054.600098,3054.600098,0
10-05-00,3054.600098,3054.600098,3003,3011.800049,3011.800049,0
11-05-00,3011.800049,3011.800049,2958.199951,2966.800049,2966.800049,0
12-05-00,2966.800049,3012.699951,2966.800049,3004,3004,0
15-05-00,3004,3025.5,3001.199951,3018.600098,3018.600098,0
16-05-00,3018.600098,3054.199951,3018.600098,3053.100098,3053.100098,0
17-05-00,3053.100098,3055.600098,3033.899902,3040.100098,3040.100098,0
18-05-00,3040.100098,3040.100098,3009.199951,3011.899902,3011.899902,0
19-05-00,3011.899902,3018.800049,3000,3005.399902,3005.399902,0
22-05-00,3005.399902,3005.399902,2962.800049,2969,2969,0
