Date,Open,High,Low,Close,Adj Close,Volume
03-01-00,17057.69922,17426.16016,17057.69922,17369.63086,17369.63086,0
04-01-00,17303,17303,16933.51953,17072.82031,17072.82031,0
05-01-00,16608.55078,16608.55078,15688.49023,15846.71973,15846.71973,0
06-01-00,15942.07031,15971.03027,14763.96973,15153.23047,15153.23047,0
07-01-00,15329.33984,15513.88965,15108.75,15405.62988,15405.62988,0
10-01-00,15631,16065.08984,15631,15848.15039,15848.15039,0
11-01-00,15981.12988,16196.08984,15736.16992,15862.09961,15862.09961,0
12-01-00,15691.73047,15744.04004,15545.66992,15714.2002,15714.2002,0
13-01-00,15763.25977,15861.16992,15458.62988,15633.95996,15633.95996,0
14-01-00,15741.54004,15863.48047,15322.19043,15542.23047,15542.23047,0
17-01-00,15666.05957,15827.50977,15474.38965,15574.55957,15574.55957,0
18-01-00,15575.67969,15801.07031,15508.08008,15789.2002,15789.2002,0
19-01-00,15719.04004,15719.04004,15192.28027,15275.33984,15275.33984,0
20-01-00,15347.7002,15347.7002,15078.03027,15215.30957,15215.30957,0
21-01-00,15094.90039,15120.36035,14903.7002,15108.41016,15108.41016,0
24-01-00,15233.79004,15413.75,15020.16992,15167.54981,15167.54981,0
25-01-00,15093.53027,15150.21973,14910.29004,15103.04004,15103.04004,0
26-01-00,15164.79981,15452.71973,15164.79981,15427.71973,15427.71973,0
27-01-00,15460.20996,15925.17969,15460.20996,15917.80957,15917.80957,0
28-01-00,16052.07031,16315.74023,16023.37012,16185.94043,16185.94043,0
31-01-00,15889.04981,15889.04981,15444.82031,15532.33984,15532.33984,0
01-02-00,15600.25977,15764.40039,15580.45996,15653.86035,15653.86035,0
02-02-00,15747.55957,15957.91992,15747.55957,15789.82031,15789.82031,0
03-02-00,15795.58984,16010.03027,15702.84961,15968.12012,15968.12012,0
04-02-00,null,null,null,null,null,null
07-02-00,null,null,null,null,null,null
08-02-00,16079.88965,16285.92969,15940.30957,16228.73047,16228.73047,0
09-02-00,16456.86914,16967.90039,16456.86914,16819.46094,16819.46094,0
10-02-00,16679.78906,16874.08984,16525.56055,16845.16992,16845.16992,0
11-02-00,17024.36914,17653.65039,17024.36914,17380.30078,17380.30078,0
14-02-00,17546.4707,17939.26953,17107.90039,17188.96094,17188.96094,0
15-02-00,17257.36914,17296.9707,16548.75,16688.16016,16688.16016,0
16-02-00,16771.09961,17144.94922,16732.81055,17043.39063,17043.39063,0
17-02-00,17075.90039,17229.15039,16770.14063,16981.23047,16981.23047,0
18-02-00,16985.30078,17027.94922,16468.94922,16599.16016,16599.16016,0
21-02-00,16412.63086,16477.09961,16136.5,16322.37012,16322.37012,0
22-02-00,16294.94043,16442.58008,15776.34961,16255.16992,16255.16992,0
23-02-00,16313.95996,16523.65039,16297.12988,16376.79004,16376.79004,0
24-02-00,16512.57031,17083.30078,16512.57031,17058.66016,17058.66016,0
25-02-00,17279.50977,17414.46094,16905.40039,17200.98047,17200.98047,0
28-02-00,17434.7207,17746.76953,16638.46094,16984.43945,16984.43945,0
29-02-00,17140.21094,17290.07031,17021.7207,17169.43945,17169.43945,0
01-03-00,17267.26953,17275.43945,16617.94922,16843.58984,16843.58984,0
02-03-00,16996.06055,17118.40039,16769.57031,16936.81055,16936.81055,0
03-03-00,16903.55078,17361.91992,16795.80078,17285.24023,17285.24023,0
06-03-00,17500.9707,17855.21094,17500.9707,17758.75977,17758.75977,0
07-03-00,17656.4707,17876.7793,17471.74023,17865.35938,17865.35938,0
08-03-00,17687.58008,18058.9707,17323.75977,17951.42969,17951.42969,0
09-03-00,18031.7793,18249.85938,17613.80078,17637.0293,17637.0293,0
10-03-00,17727.96094,18001.53906,17574.06055,17831.85938,17831.85938,0
13-03-00,17650.61914,17786.2793,16892.65039,17096.67969,17096.67969,0
14-03-00,17125.90039,17220.25977,16837.01953,16929.16016,16929.16016,0
15-03-00,16847.30078,16901.31055,16553.16992,16747.19922,16747.19922,0
16-03-00,16775.23047,16826.25,16315.04004,16359,16359,0
17-03-00,16688.03906,17096,16617.17969,17082.99023,17082.99023,0
20-03-00,16878.81055,17325.15039,16708.7207,17234.46094,17234.46094,0
21-03-00,17253.03906,17345.71094,16896.69922,17199.98047,17199.98047,0
22-03-00,17418.91016,17560.68945,17274.56055,17547.03906,17547.03906,0
23-03-00,17705.25977,17856.35938,17391.9707,17715.58008,17715.58008,0
24-03-00,17768.06055,17879.36914,17577.71094,17784.57031,17784.57031,0
27-03-00,17827.71094,18350.60938,17815.67969,18292.85938,18292.85938,0
28-03-00,18272.80078,18397.57031,18188.26953,18301.68945,18301.68945,0
29-03-00,18203.13086,18249.26953,17950.19922,18096.36914,18096.36914,0
30-03-00,18011.14063,18038.4707,17456.56055,17467.15039,17467.15039,0
31-03-00,17383.63086,17537.13086,17107.43945,17406.53906,17406.53906,0
03-04-00,17444.48047,17458.06055,16872.82031,16892.92969,16892.92969,0
04-04-00,null,null,null,null,null,null
05-04-00,16599.07031,16736.2207,16246.53027,16318.44043,16318.44043,0
06-04-00,16416.48047,16528.58008,16283.2002,16491.39063,16491.39063,0
07-04-00,16657.83984,16992.5293,16657.83984,16941.67969,16941.67969,0
10-04-00,17038.2207,17083.26953,16676.07031,16850.74023,16850.74023,0
11-04-00,16683.40039,16683.40039,16422.26953,16487.66016,16487.66016,0
12-04-00,16391.11914,16762.85938,16267.71973,16577.08984,16577.08984,0
13-04-00,16345.25977,16470.38086,16043.84961,16352.55957,16352.55957,0
14-04-00,16254.25977,16270.76953,15906.29004,16142.75977,16142.75977,0
17-04-00,15306.04981,15306.04981,14624.33008,14762.37012,14762.37012,0
18-04-00,15158.15039,15409.66992,15158.15039,15278.32031,15278.32031,0
19-04-00,15558.51953,15667.16016,15338.09961,15427.2002,15427.2002,0
20-04-00,15425.82031,15453.65039,15213.01953,15367.13965,15367.13965,0
21-04-00,null,null,null,null,null,null
